scenario,thread_per_block,block_per_grid,mean_time,std_time
large files 100 small patterns,4,65536,0.2484376,0.0047874510378697385
large files 100 small patterns,8,4,0.7211839999999999,0.019328084198906012
large files 100 small patterns,8,8,0.4784904,0.004827981300709439
large files 100 small patterns,8,16,0.3549974,0.004575709982068348
large files 100 small patterns,8,32,0.3045236,0.005743177817201893
large files 100 small patterns,8,64,0.2861632,0.017819018731681045
large files 100 small patterns,8,128,0.259802,0.006125667767680518
large files 100 small patterns,8,256,0.2518118,0.004133585823470944
large files 100 small patterns,8,512,0.23922500000000002,0.005492434323685624
large files 100 small patterns,8,1024,0.2504934,0.008423686000795618
large files 100 small patterns,8,2048,0.2428264,0.008586076789780071
large files 100 small patterns,8,4096,0.2501204,0.0059437704733611785
large files 100 small patterns,8,8192,0.2502316,0.0057679530719311495
large files 100 small patterns,8,16384,0.259395,0.00933458864653392
large files 100 small patterns,8,32768,0.254371,0.01350075729727782
large files 100 small patterns,8,65536,0.24463379999999998,0.007166172629793396
large files 100 small patterns,16,4,0.494257,0.008229925467463236
large files 100 small patterns,16,8,0.3699512,0.0019386889796973673
large files 100 small patterns,16,16,0.3056884,0.005549505801420527
large files 100 small patterns,16,32,0.2714626,0.006626184078336497
large files 100 small patterns,16,64,0.25917460000000003,0.005694806953707914
large files 100 small patterns,16,128,0.2521958,0.0054703787949281985
large files 100 small patterns,16,256,0.25166,0.008272680653814694
large files 100 small patterns,16,512,0.2556994,0.009805097727202922
large files 100 small patterns,16,1024,0.2707792,0.0049930565548569564
large files 100 small patterns,16,2048,0.26373480000000005,0.0023002828869510975
large files 100 small patterns,16,4096,0.2665388,0.003202774259919046
large files 100 small patterns,16,8192,0.26798120000000003,0.003464507664878222
large files 100 small patterns,16,16384,0.2716308,0.0032518334151675136
large files 100 small patterns,16,32768,0.2492902,0.005381906814503578
large files 100 small patterns,16,65536,0.24959920000000002,0.00815377589586567
large files 100 small patterns,32,4,0.37384960000000006,0.008355611254719784
large files 100 small patterns,32,8,0.3096148,0.007058754717370488
large files 100 small patterns,32,16,0.2810906,0.00916089603914376
large files 100 small patterns,32,32,0.2651418,0.006790545969213382
large files 100 small patterns,32,64,0.254731,0.006804088770731901
large files 100 small patterns,32,128,0.24776340000000002,0.005657429967750374
large files 100 small patterns,32,256,0.252263,0.007982052593161731
large files 100 small patterns,32,512,0.24462099999999998,0.006568665739706965
large files 100 small patterns,32,1024,0.256879,0.010038527660967024
large files 100 small patterns,32,2048,0.24932440000000003,0.005424409224975561
large files 100 small patterns,32,4096,0.25633039999999996,0.010404363403880122
large files 100 small patterns,32,8192,0.25877659999999997,0.027253561679897904
large files 100 small patterns,32,16384,0.31372219999999995,0.005699539153300032
large files 100 small patterns,32,32768,0.3074464,0.006684874108014302
large files 100 small patterns,32,65536,0.3090828,0.003526899113952661
large files 100 small patterns,64,4,0.409051,0.01081172310041281
large files 100 small patterns,64,8,0.2772866,0.00390806471799022
large files 100 small patterns,64,16,0.2621238,0.006294180340600359
large files 100 small patterns,64,32,0.2510668,0.01199471602665107
large files 100 small patterns,64,64,0.24365779999999998,0.011365080825053553
large files 100 small patterns,64,128,0.2563798,0.005602539295712259
large files 100 small patterns,64,256,0.24631779999999998,0.008272269903720505
large files 100 small patterns,64,512,0.2430062,0.008552874847675489
large files 100 small patterns,64,1024,0.24013879999999999,0.004313310487317136
large files 100 small patterns,64,2048,0.243307,0.0075820560536044605
large files 100 small patterns,64,4096,0.25419559999999997,0.010951129943526367
large files 100 small patterns,64,8192,0.24910739999999998,0.007615846784173124
large files 100 small patterns,64,16384,0.24889920000000001,0.007306850768970161
large files 100 small patterns,64,32768,0.2537352,0.011392577748692337
