9000,1,50,pattern not distributed,2.68,0.00,2.62,0.06
9000,1,50,pattern distributed,2.72,0.00,2.64,0.07
9000,101,50,pattern not distributed,9.62,0.00,9.58,0.03
9000,101,50,pattern distributed,7.35,0.04,7.30,0.00
9000,201,50,pattern not distributed,14.33,0.00,14.32,0.01
9000,201,50,pattern distributed,12.50,0.04,12.45,0.01
9000,301,50,pattern not distributed,20.69,0.00,20.68,0.01
9000,301,50,pattern distributed,17.02,0.07,16.95,0.01
9000,401,50,pattern not distributed,26.69,0.00,26.68,0.01
9000,401,50,pattern distributed,23.01,0.05,22.95,0.01
9000,501,50,pattern not distributed,33.05,0.00,33.04,0.01
9000,501,50,pattern distributed,26.32,0.08,26.24,0.01
9000,601,50,pattern not distributed,38.91,0.00,38.89,0.01
9000,601,50,pattern distributed,31.67,0.05,31.61,0.01
9000,701,50,pattern not distributed,45.18,0.00,45.17,0.01
9000,701,50,pattern distributed,35.67,0.05,35.61,0.01
9000,801,50,pattern not distributed,51.38,0.00,51.36,0.01
9000,801,50,pattern distributed,41.70,0.10,41.58,0.02
9000,901,50,pattern not distributed,57.53,0.00,57.51,0.02
9000,901,50,pattern distributed,46.30,0.04,46.24,0.02
